company,competitors
LBTYK,"LBTYK vs. LBTYA, CABO, DISH, LBRDA, LBRDK, ROKU, RCI, BC, HRB, and MHK"
LBTYB,"LBTYB vs. LBTYA, LBTYK, CABO, DISH, LBRDA, LBRDK, ROKU, RCI, CROX, and PLNT"
LAW,"LAW vs. MGIC, CCSI, MTLS, SCWX, AMSWA, SOUN, DOMO, BAND, ONTF, and BLZE"
LCA,"LCA vs. BRD, TWLV, ALSA, TLGY, JMAC, BCSA, CSTA, WNNR, IRRX, and ROSS"
LANV,"LANV vs. SGC, GIII, VTRU, RSVR, GHG, MCFT, FNKO, MCS, MPX, and EVC"
LCAA,"LCAA vs. FIAC, RENE, DHHC, KAII, IVCB, IVCP, IPXX, CREV, XPAX, and SVII"
LCFY,"LCFY vs. JG, PODC, PHUN, OST, IVDA, IDAI, VJET, HTCR, VISL, and SPEC"
LAZ,"LAZ vs. FUTU, UMBF, WTM, APAM, FFIN, PFSI, GBCI, ESGR, UBSI, and CBU"
LCFYW,"LCFYW vs. BZFDW, CCGWW, GROMW, MNYWW, ABLVW, AENTW, ANGHW, GSMGW, CSSEP, and CSSEL"
LCID,"LCID vs. SOFI, XPEV, CCCS, OSK, NIO, AER, IMVT, PSNY, RPRX, and ALIT"
LCUT,"LCUT vs. EML, ACU, SCX, EM, TCS, BSET, CDRO, SKLZ, CNTY, and BRAG"
LCNB,"LCNB vs. ATLO, HWBK, NKSH, MRBK, FUNC, UBFO, VABK, FNCB, LARK, and CFBK"
LDWY,"LDWY vs. STBX, BLBX, SOPA, SGLY, QH, MTEK, SOBR, TEDU, LQR, and EVOL"
LBRT,"LBRT vs. OII, XPRO, RES, HLX, ACDC, PFHC, PUMP, CLB, CEIX, and ERF"
LE,"LE vs. PLCE, DXLG, PBPB, LOCO, NATH, MYTE, TTSH, JILL, FTCH, and BRLT"
LC,"LC vs. LPRO, WRLD, ATLC, OCSL, ENVA, RM, NNI, KREF, BBDC, and AVTA"
LECO,"LECO vs. AOS, PNR, CCK, ZBRA, AMCR, ALLE, GGG, NDSN, PKG, and SWK"
LEDS,"LEDS vs. SEAC, CAMP, LAES, DTSS, OMQS, EZFL, BLIN, INTZ, GVP, and VSME"
LEGH,"LEGH vs. KRNY, CCB, FRPH, SMBC, FRGE, ACRE, TRST, HAFC, MCBS, and HTBK"
LEGN,"LEGN vs. UTHR, VRNA, RDY, TEVA, VTRS, SRPT, ROIV, KRTX, CTLT, and IMGN"
LCW,"LCW vs. GAQ, SPKL, EVE, SUAC, NSTC, PHYT, VAQC, ACRO, APCA, and PV"
LESL,"LESL vs. WALD, FDP, JBSS, AGRO, CHEF, SCHL, MATW, NAPA, KLG, and UNFI"
LCII,"LCII vs. DOOO, SEAS, CUK, MDC, PATK, SIX, ABG, WOOF, MAT, and MUSA"
LDOS,"LDOS vs. TXT, HII, TDY, CW, CAE, HXL, DRS, MOG.B, FTAI, and HEI"
LEXX,"LEXX vs. TNXP, ALRN, AGE, VBIV, HEPA, EDSA, NRBO, DRRX, PIRS, and VINC"
LEA,"LEA vs. BWA, GNTX, ALSN, MOD, DORM, DAN, ALV, VC, ADNT, and MGA"
LEXXW,"LEXXW vs. SXTPW, AIMDW, DRTSW, APLMW, ARTLW, BCDAW, BCTXW, CDIOW, CTCXW, and CELUW"
LFCR,"LFCR vs. PBYI, NKTX, SBTX, MACK, GOSS, CRMD, ENTA, TSVT, OMER, and PRQR"
LFLY,"LFLY vs. CCLD, GSD, CHEK, AMTI, PETV, DNAY, MYMD, BNOX, GTBP, and VIRI"
LFMD,"LFMD vs. PTWO, SHLT, TOI, VMD, SMLR, ERAS, UTMD, AXGN, ANGO, and CDT"
LEG,"LEG vs. LZB, KTB, ASAI, RLX, MANU, SHOO, PLTK, UA, PENN, and MLCO"
LDI,"LDI vs. PWP, AVTA, SII, CCAP, HUT, VEL, RWAY, QD, WULF, and GHI"
LFLYW,"LFLYW vs. SXTPW, ACONW, AIMDW, KERNW, DRTSW, ALVOW, ALVO, AONCW, AONC, and APLMW"
LFMDP,"LFMDP vs. ACONW, KERNW, BFRGW, CCLDP, CCLDO, MTBCO, EUDAW, BEATW, ONMDW, and OTRKP"
LEO,"LEO vs. VFL, AWF, ASA, MCI, MPV, DSM, EVN, EQS, FT, and VPV"
LEN,"LEN vs. URI, CRH, DHI, PWR, MLM, VMC, WY, PHM, HWM, and NVR"
LDP,"LDP vs. AOD, AGD, DCF, JHAA, RSF, XFLT, NMAI, and AIO"
LEJU,"LEJU vs. CWD, AAMC, BEEP, BMTX, OPHC, KINS, MSVB, TCJH, MFV, and NOM"
LFST,"LFST vs. PRVA, AMEH, PGNY, ALHC, USPH, CYRX, INNV, IBRX, TGTX, and BHC"
LFUS,"LFUS vs. MKSI, ARW, MTSI, SAIC, WIX, CIEN, YNDX, SMAR, APPF, and FN"
LGHL,"LGHL vs. UK, RMCO, SIVBQ, HCDI, FRBK, WHLR, PW, TIRX, BTCT, and SVVC"
LEV,"LEV vs. SHYF, FSR, NIU, NKLA, INVZ, MLR, CPS, HLLY, SLDP, and CVGI"
LEE,"LEE vs. DALN, RGF, YHGJ, TKLF, BHIL, VWE, GROV, BRFH, DTCK, and OXUS"
LFVN,"LFVN vs. PYXS, PRPH, CRVS, RVPH, EYEN, TRVI, NGM, MNOV, ELYM, and TPST"
LEVI,"LEVI vs. ZGN, MNSO, DDS, AN, NSIT, GLBE, CPRI, M, BECN, and GME"
LEU,"LEU vs. SLCA, PLL, CMP, IPI, ATLX, ASIX, WLKP, MATV, RDUS, and UAN"
LGHLW,"LGHLW vs. BETS, BTMWW, CIFRW, NCPLW, SAITW, VCXAU, VIIAU, NNAGU, NNAGW, and ASCAW"
LGIH,"LGIH vs. CCS, TPH, MHO, GRBK, MPW, ABR, DNP, TCBI, GNW, and SKT"
LGST,"LGST vs. DBVT, TNYA, MESO, HARP, GRTS, ABOS, CLLS, MOLN, OPT, and KOD"
LGVC,"LGVC vs. APGB, HCMA, XPDB, CNDA, ENPC, HCVI, RRAC, NETD, NPAB, and SVII"
LGVN,"LGVN vs. NERV, HOOK, LTRN, NBRV, CNTB, YS, FWBI, RAIN, AGLE, and HCWB"
LGND,"LGND vs. GERN, OPK, MNKD, INVA, ARCT, IRWD, DVAX, TVTX, CMPS, and NRIX"
LI,"LI vs. CPNG, F, GM, PCAR, XPEV, BURL, OSK, FSS, GOEV, and WKHS"
LGMK,"LGMK vs. AREB, SPCB, TAOP, CRKN, JCSE, MWG, DGLY, IFBD, OLB, and DTST"
LIAN,"LIAN vs. ME, ORIC, IGMS, PAHC, CDMO, TRDA, ALT, NRIX, COGT, and CMPS"
LIBY,"LIBY vs. GLAC, OAKU, QFTA, AEAE, GTAC, RFAC, BUJA, TRON, PUCK, and BACA"
LIBYW,"LIBYW vs. ASCBW, ALSAW, ACAXW, APXIW, ARIZW, ATAKW, BWAQW, BRKHW, CFFSW, and CLINW"
LICN,"LICN vs. GECC, BAFN, NSTS, MNY, HNNA, SELF, ICCH, IROQ, CLST, and BOTJ"
LFT,"LFT vs. MDV, CHMI, MITT, EARN, AJX, CLPR, ACR, CMCT, BHR, and AHT"
LIDR,"LIDR vs. UCAR, XOS, CPTN, KXIN, ARVL, FFIE, AYRO, ZAPP, NVVE, and BRDS"
LIDRW,"LIDRW vs. APCXW, ARBEW, ARQQW, BCAN, CETXP, CLOQ, GRRRW, HUBCZ, LVOXU, and PGYWW"
LIFE,"LIFE vs. ACHV, MIST, SPRB, OCGN, DMAC, CLGN, ANVS, ANEB, RPHM, and ACXP"
LIFW,"LIFW vs. SY, TCMD, AMRN, ANIK, RCEL, ANL, NBTX, MLYS, MGTX, and SENS"
LIFWZ,"LIFWZ vs. BLDEW, HLBZW, MCOMW, PTIXW, UKOMW, ADVWW, GFAIW, and THWWW"
LGL,"LGL vs. NEON, NSYS, OST, DAIO, QMCO, CLPS, CRGE, INSG, VHC, and NCTY"
LILM,"LILM vs. KE, ATEX, PLPC, SNPO, STEM, LASR, THRY, AOSL, IIIV, and CASS"
LILAK,"LILAK vs. LILA, ATUS, SHCO, NVTS, INDI, GRND, UCTT, PERI, GENI, and SMTC"
LHX,"LHX vs. TDY, NOC, HEI, TDG, TXT, LDOS, GD, HII, LMT, and RTX"
LILA,"LILA vs. LILAK, ATUS, NVTS, SHCO, INDI, GRND, UCTT, PERI, GENI, and SMTC"
LGO,"LGO vs. SND, PHX, TYGO, ORGN, EPSN, FTK, MVO, FLME, FTCI, and DTI"
LH,"LH vs. DGX, EXAS, NTRA, WAT, BAX, BMRN, COO, BGNE, ALGN, and GMAB"
LINK,"LINK vs. LPTH, RDCM, KTCC, ALOT, LGL, DAIO, SPRU, ELTK, SURG, and SOTK"
LIND,"LIND vs. MODV, XPOF, NRDY, GPRO, BWMX, ONEW, DESP, JOUT, SWBI, and RICK"
LINC,"LINC vs. UTI, APEI, VTRU, IH, REDU, QSG, NRDY, TEDU, PRDO, and AGS"
LIQT,"LIQT vs. HTOO, STRC, FTEL, HUBC, ADN, VIEW, SQFT, GFAI, UGRO, and CLWT"
LIPO,"LIPO vs. BPTH, NTBL, VLON, DRUG, XCUR, MNPR, XBIO, AGRX, SNPX, and GRAY"
LITM,"LITM vs. HLGN, SNMP, ISUN, RCON, BNRG, ELIQ, MARPS, SUNW, NEWH, and HUSA"
LGI,"LGI vs. AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, and BGH"
LITE,"LITE vs. ITRI, AYX, VSH, TSEM, SGML, ATHM, ACIW, VSAT, CLS, and USM"
LIVE,"LIVE vs. VATE, SRL, GEG, HAPP, PAVS, ALPP, LRHC, SFE, STRR, and AEI"
LIVBW,"LIVBW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
LIVB,"LIVB vs. SWSS, NCAC, IRAA, YOTA, TRON, MSSA, RFAC, ZLS, CETU, and FORL"
LIVN,"LIVN vs. ITGR, CNMD, INMD, SLNO, HAE, BLFS, AXGN, OM, MASI, and AMPH"
LIXT,"LIXT vs. UPC, SXTP, CMND, BFRI, HOTH, GRAY, ADXN, AGRX, APTX, and XBIO"
LIZI,"LIZI vs. TRNR, IHT, CTHR, GSUN, BHAT, VMAR, CNVS, HPCO, CHSN, and GPAK"
LIXTW,"LIXTW vs. LBPSW, ATNFW, GMBLW, NRSNW, NLSPW, KTTAW, XBIOW, ADNWW, AMPGW, and CEADW"
LKCO,"LKCO vs. EVOL, BLBX, VENA, INPX, RCRT, VRAR, MIND, CRTD, AWIN, and CNET"
LKFN,"LKFN vs. EFSC, HTLF, OFG, BANR, FBNC, FBK, SYBT, RNST, TCBK, and BUSE"
LICY,"LICY vs. RDCM, SILC, SPPL, IVAC, BCOV, DHX, ULBI, STG, LITB, and AXTI"
LKQ,"LKQ vs. XPEV, LCID, NIO, MGA, ALV, BWA, LEA, GNTX, OSK, and GPC"
LIN,"LIN vs. APD, BHP, RIO, VALE, SCCO, FCX, ECL, TROX, MTX, and KRO"
LMB,"LMB vs. BBCP, AGX, GLDD, TPC, CPAC, LYTS, NOA, SWIM, CINT, and WLDN"
LMDX,"LMDX vs. UBX, BIOR, RGLS, NXTC, FBRX, RDHL, CLRB, SLGL, TXMD, and FIXX"
LMAT,"LMAT vs. NVCR, EMBC, MDXG, FNA, SIBN, ATRC, NVRO, KIDS, AORT, and PLSE"
LMFA,"LMFA vs. SNTG, BTOG, MEGL, CORR, OXBR, HALL, DUO, SVVC, BTCT, and GRNQ"
LII,"LII vs. AAON, JHX, MAS, WSO.B, WSO, RPM, OC, ACM, BLD, and FND"
LITB,"LITB vs. BZUN, SPPL, SILC, RDCM, LICY, TSAT, CANG, IVAC, BCOV, and RMBL"
LMNR,"LMNR vs. ALCO, SANW, FDP, LND, VCXA, AGRO, SENEA, CSV, VGII, and HFFG"
LNSR,"LNSR vs. NEPH, PAVM, RVP, NMTC, CODX, MODD, AKLI, ICU, FEMY, and OSA"
LNT,"LNT vs. NI, CMS, AEE, ALE, AVA, NOVA, WEC, PEG, ED, and XEL"
LNKB,"LNKB vs. CBFV, FFNW, HNVR, FXNC, EBMT, PTRS, RMBI, OVBC, UNB, and FRAF"
LNTH,"LNTH vs. RIOT, NTLA, MYGN, CLDX, MMSI, SGRY, MRTX, INSM, PRGO, and EVO"
LL,"LL vs. AKA, BARK, WILC, FAT, TZOO, WISH, NDLS, BGFV, CATO, and PSQH"
LNZA,"LNZA vs. GOTU, NRC, EVRI, TTEC, MDRX, MEG, MKTW, WTTR, CIFR, and BITF"
LLAP,"LLAP vs. BYRN, TATT, YELL, PPIH, APT, AIRT, HSON, ASTC, POWWP, and HEI-A"
LNW,"LNW vs. TAL, DLB, PVH, VFC, PSO, SN, HAS, CACI, WSC, and MTN"
LNZAW,"LNZAW vs. ESGLW, ADSEW, AERTW, AIRTP, POWWP, DFLIW, ESOA, EVLVW, FBYDW, and FTAIP"
LLY,"LLY vs. JNJ, ABBV, MRK, PFE, NVO, AZN, ABT, UNH, NVS, and TMO"
LOCO,"LOCO vs. PBPB, NATH, GENK, BH, STKS, RRGB, TAST, NDLS, FAT, and THCH"
LOB,"LOB vs. IBTX, RNST, FBK, BANR, TOWN, TFIN, MBIN, HTH, CUBI, and OFG"
LOAN,"LOAN vs. SELF, AHT, CMCT, ACR, CLPR, NYC, EARN, CHMI, LFT, and MDV"
LMND,"LMND vs. SKWD, HMN, SAFT, FIHL, PLMR, HG, EIG, AMSF, HCI, and PRA"
LOGI,"LOGI vs. HEAR, INVE, KINS, HPQ, FTNT, SSNC, TME, GDDY, BSY, and OKTA"
LMT,"LMT vs. RTX, NOC, GD, BA, TDG, LHX, KTOS, RKLB, KAMN, and RDW"
LOVE,"LOVE vs. HVT, ARHS, GCO, TAST, JMIA, BH, NEGG, NGVC, GRPN, and ZUMZ"
LOOP,"LOOP vs. MRAM, BKSY, VCSA, SRT, SST, ARBE, AIXI, DLHC, TIO, and LSAK"
LOPE,"LOPE vs. LANC, FIZZ, BRFS, GHC, SPB, HELE, LRN, CCU, ATGE, and STRA"
LPCN,"LPCN vs. ORGS, INDP, PIRS, ONTX, SNSE, DRRX, NRBO, AYTU, CNTX, and EDSA"
LNC,"LNC vs. AEL, PRI, NWLI, JXN, FG, BHF, GNW, VOYA, RGA, and GL"
LPLA,"LPLA vs. TW, TROW, NDAQ, SUI, RPRX, ERIE, BAM, NTRS, EG, and SYF"
LPTH,"LPTH vs. LGL, DAIO, EMKR, LINK, KORE, KTCC, LTRPA, SYPR, AEYE, and IRIX"
LPSN,"LPSN vs. RDVT, BBAI, PRCH, KLTR, EGAN, BLZE, ONTF, BAND, CTV, and DOMO"
LPTX,"LPTX vs. RLMD, TPST, ELYM, VHAQ, MNOV, COYA, NGM, KRON, EYEN, and SPRO"
LQDA,"LQDA vs. MRNS, BMEA, LYEL, ELVN, SPRY, SLN, PHAT, JANX, ORGO, and WVE"
LPRO,"LPRO vs. LC, WRLD, ATLC, OCSL, ENVA, RM, NNI, LBAI, BFS, and AVTA"
LQR,"LQR vs. SAI, NISN, AHI, EDTK, TEDU, HKIT, MRAI, FRSX, GDC, and JT"
LQDT,"LQDT vs. RGP, EEX, PSFE, MAX, IMXI, CNDT, VVI, PRTH, RMNI, and SHAP"
LOCL,"LOCL vs. SANW, SEED, AAGR, DALN, DTCK, BRFH, NCRA, PETZ, VWE, and BHIL"
LODE,"LODE vs. VGZ, BLGO, HYMC, FEAM, ASM, HYFM, WWR, USAU, BHIL, and ZKIN"
LNN,"LNN vs. ALG, GIC, XMTR, UFPT, AZZ, HLIO, B, HOLI, NSSC, and EPAC"
LRCX,"LRCX vs. ACLS, VECO, ERII, ACMR, MNTX, IVAC, ASYS, CVV, ASML, and SHOP"
LOMA,"LOMA vs. CPAC, CINT, HOV, AGX, ASPN, BXC, VSEC, BZH, NX, and NOA"
LND,"LND vs. LMNR, ALCO, AGRO, FDP, CRESY, STKL, CVGW, VITL, AFRI, and BYND"
LOW,"LOW vs. HD, BKNG, SBUX, TJX, CVS, MELI, BABA, TGT, CMG, and PDD"
LRFC,"LRFC vs. ICMB, SFE, PTMN, OFS, FFBW, BEEP, CEE, EEA, SDIG, and UBOH"
LRHC,"LRHC vs. ALPP, HAPP, PAVS, STRR, JTAI, FRES, AEI, ATXG, GEG, and AEHL"
LRMR,"LRMR vs. ZVRA, THRX, PRQR, OMER, TSVT, PDSB, MACK, SBTX, NKTX, and LFCR"
LPG,"LPG vs. DHT, SFL, DAC, SBLK, CMRE, ZIM, NVGS, NMM, GSL, and GNK"
LSAK,"LSAK vs. FNGR, DLHC, SST, OB, PFMT, TSP, HQI, BKSY, RCMT, and LOOP"
LSCC,"LSCC vs. RMBS, MTSI, CREE, POWI, CRUS, SLAB, DIOD, AMBA, SWKS, and SMTC"
LSBK,"LSBK vs. TCBC, BYFC, FFBW, OFED, MGYR, CLST, IROQ, NSTS, PROV, and CFSB"
LPL,"LPL vs. PI, VICR, YELP, GSAT, FROG, RNG, DOCN, VSAT, FORM, and KLIC"
LSDI,"LSDI vs. APTX, VRPX, ADXN, KPRX, HILS, CMND, CLVR, PTIX, BDRX, and ARTL"
LSEAW,"LSEAW vs. HCDIZ, HCDIW, TURN, RETO, CEAD, TBLT, EFOI, WLGS, ENG, and ILAG"
LSEA,"LSEA vs. UHG, BETR, WULF, GAIN, FFIC, CCNE, GCBC, UVE, DHIL, and OLP"
LSTR,"LSTR vs. KNX, SNDR, ARCB, WERN, MRTN, HTLD, ULH, EXPD, WTS, and AIT"
LSTA,"LSTA vs. ITRM, VTVT, EFTR, CRBP, FBIO, PPBT, LUMO, ONCT, PMN, and MBRX"
LTBR,"LTBR vs. NCSM, CENQ, ICD, NRT, PVL, CETY, ROCG, INDO, SPI, and EPOW"
LTRN,"LTRN vs. NBRV, LGVN, NERV, HOOK, RAIN, YS, HCWB, FWBI, CNTB, and AGLE"
LPX,"LPX vs. TREX, IBP, RYN, KBH, BCC, SUM, AZEK, TMHC, MTZ, and AWI"
LTRX,"LTRX vs. SILC, BLNK, NVX, AIP, IMMR, OPRX, CMTL, MG, ASUR, and VLN"
LTRY,"LTRY vs. NFTG, SBET, MMV, MSGM, ELYS, MICS, CLEU, DOGZ, FXLV, and NVFY"
LTRYW,"LTRYW vs. CDROW, GMBLZ, GMBLP, AREBW, AUVIP, ARKOW, BTB, GOEVW, CREVW, and ECXWW"
LRN,"LRN vs. ATGE, STRA, LAUR, GHC, AFYA, PRDO, TAL, DISH, CENT, and MCW"
LRE,"LRE vs. UHG, CLPR, OPOF, NICK, FCAP, ACR, MAYS, SRBK, NMI, and PROV"
LUCD,"LUCD vs. ECOR, BSGM, BMRA, MDXH, SSKN, TLIS, MYNZ, TELA, CRTX, and TLSA"
LUCY,"LUCY vs. FNCH, ALBT, NTBL, BPTH, NAVB, LIPO, VAPO, PALI, TCON, and AFIB"
LUCYW,"LUCYW vs. NXGLW, SXTPW, ACONW, AIMDW, KERNW, DRTSW, ALVOW, ALVO, AONCW, and AONC"
LULU,"LULU vs. MAR, CHTR, HLT, LVS, EA, RCL, DKNG, WBD, TTWO, and RBLX"
LUMO,"LUMO vs. CRBP, EFTR, ONCT, EQ, TXMD, LSTA, SLGL, ITRM, RDHL, and FBRX"
LTC,"LTC vs. SVC, CXW, RLJ, PEB, DHC, DRH, INN, UHT, CLDT, and HT"
LUNA,"LUNA vs. PGEN, BASI, SLGC, INSE, III, GSMG, PMTS, RCMT, HQI, and TSP"
LUNG,"LUNG vs. CVRX, OFIX, CERS, SRDX, BVS, SKIN, SILK, IRMD, OBIO, and OSUR"
LSPD,"LSPD vs. COUR, CXM, NABL, MQ, INST, MLNK, ZETA, CLBT, AMPL, and AVPT"
LUNR,"LUNR vs. BAER, PKE, RDW, PTHR, LGST, EVTL, SPIR, UP, CFFE, and ISSC"
LUNRW,"LUNRW vs. POWWP, HEI-A, KWESW, MOG-A, KITTW, SATLW, ADSEW, AERTW, AIRTP, and BAERW"
LUXHP,"LUXHP vs. AREBW, AUVIP, ARKOW, BTB, GOEVW, CREVW, CDROW, ECXWW, GMBLZ, and GMBLW"
LUXH,"LUXH vs. TSQ, DLTH, FLL, UONEK, APEI, SGA, IH, ACU, UONE, and CNTY"
LVO,"LVO vs. QSG, LAZY, YGF, IMAQ, AENT, FLXS, AOUT, SCX, SJ, and CMLS"
LVLU,"LVLU vs. AKA, HOUR, WISH, DLTH, DIBS, DXLG, MYTE, FOSL, THCH, and CONN"
LTHM,"LTHM vs. IOSP, ASH, HUN, CC, NGVT, BCPC, HWKN, OLN, FMC, and HL"
LVOX,"LVOX vs. SHCR, SOHU, PRTH, OOMA, TCX, EGHT, INOD, RSVR, PCYG, and BKSY"
LVRO,"LVRO vs. NUS, UNFI, HAIN, ARKO, KLG, WEST, EWCZ, BIOX, BGS, and NAPA"
LVROW,"LVROW vs. AUROW, DTSTW, SLNHP, AWINW, LIDRW, APCXW, ARBEW, ARQQW, ASTSW, and AUUDW"
LWAY,"LWAY vs. MAMA, CDZI, ALCO, PLIN, FREE, TDUP, OPA, PRPL, YSG, and CBUS"
LVTX,"LVTX vs. GHRS, INCR, NLSP, PHVS, QLI, TARO, SXTPW, ACONW, AIMDW, and KERNW"
LU,"LU vs. CLSK, PWP, LDI, AVTA, SII, CCAP, HUT, VEL, RWAY, and QD"
LWLG,"LWLG vs. MERC, NFGC, CLW, HAYN, DRD, PLL, ZEUS, PRM, UAN, and MATV"
LTH,"LTH vs. FTRE, RVMD, IMCR, ZLAB, ENOV, PBH, AMPH, AXNX, NTLA, and BHVN"
LX,"LX vs. HIVE, MDBH, MFIN, GHI, SNFCA, CPSS, XYF, WULF, QD, and BTM"
LUMN,"LUMN vs. PAYO, NVEE, HURN, STGW, BFH, GDS, ZETA, HNI, CLBT, and MLNK"
LXEO,"LXEO vs. TRML, CGEM, ORTX, ITOS, IVVD, MGTX, VYGR, FATE, REPL, and PSTX"
LXEH,"LXEH vs. DDI, EMWP, SLNA, MSC, CLEU, GV, VEDU, GSUN, EDTK, and FEDU"
LYFT,"LYFT vs. ALIT, WU, WEX, GETY, ETSY, FVRR, RBA, ZG, ALGM, and CLVT"
LUV,"LUV vs. UAL, DAL, ALK, AAL, RYAAY, JBHT, UHAL, WAB, ZTO, and TFII"
LYEL,"LYEL vs. ELVN, MRNS, LQDA, ORGO, BMEA, ANAB, ALLO, SPRY, BCYC, and AVTE"
LYRA,"LYRA vs. NPCE, ARAY, UTMD, ANGO, TLSI, DRTS, QIPT, RCEL, ANIK, and ALPA"
LXRX,"LXRX vs. VNDA, RIGL, XOMA, VSTM, MACK, INVA, MNKD, LGND, ANL, and QURE"
LVS,"LVS vs. MGM, CZR, WYNN, HLT, IHG, H, HTHT, MAR, EA, and RCL"
LYT,"LYT vs. AUUD, MRIN, SAI, WNW, INPX, RTC, SLNH, EQOS, ASST, and CCNC"
LYTS,"LYTS vs. CPAC, TPC, LMB, SWIM, GLDD, WLDN, MEC, NOA, SLND, and AGX"
LZ,"LZ vs. MWA, XRX, ATMU, KMT, AMBP, ACVA, HEES, ALG, OI, and SXI"
LVWR,"LVWR vs. FOXF, HOG, DRVN, DAN, GTX, DORM, CARG, THRM, KAR, and XPEL"
LW,"LW vs. KHC, CAG, TAP, HRL, SJM, CPB, ACI, CLX, MKC, and TSN"
LXFR,"LXFR vs. DM, GENC, CIX, QUAD, TWIN, GHM, TSE, NWPX, IPX, and EOSE"
LXP,"LXP vs. CUZ, AAT, VNO, CDP, DBRG, SITC, CTRE, SLG, SKT, and MPW"
MACAW,"MACAW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, and ACBAW"
MACK,"MACK vs. VSTM, XOMA, RIGL, VNDA, LXRX, SBTX, NKTX, LFCR, PBYI, and GOSS"
MACAU,"MACAU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
LYG,"LYG vs. CM, BCS, NWG, BSBR, BBVA, ING, SMFG, BAP, BCH, and SAN"
LXU,"LXU vs. NPK, SPLP, FBYD, VGR, BATRA, SRL, VATE, LIVE, GEG, and HAPP"
LYB,"LYB vs. WLK, GOLD, DD, NEM, PKX, NTR, PPG, AEM, DOW, and MT"
MAMA,"MAMA vs. BRID, LWAY, CDZI, FREE, ALCO, PLIN, OPA, PRPL, TDUP, and YSG"
LYV,"LYV vs. WMG, EDR, TCOM, CCL, SIRI, ONON, RCI, K, RBLX, and TTWO"
MANH,"MANH vs. SSNC, TYL, GWRE, MSTR, BLKB, FROG, QTWO, SPLK, ANSS, and ADSK"
MAPS,"MAPS vs. BYTS, CCRD, VII, ARRW, SKIL, APAC, SPRU, ARQQ, RBT, and MTC"
LZB,"LZB vs. LEG, GIII, OXM, CRSR, AMWD, SGHC, VZIO, VSTO, HBI, and BOWL"
LZM,"LZM vs. IPI, AVD, ATLX, AMLI, TMC, NL, RYAM, MUX, DC, and VZLA"
M,"M vs. DDS, KSS, BECN, GME, CPRI, NSIT, SFM, LEVI, MNSO, and SIG"
MAQC,"MAQC vs. MSSA, ZLS, CETU, FORL, DIST, FRLA, PBAX, NVAC, LIVB, and TETE"
MA,"MA vs. V, ACN, SPGI, FI, FIS, GPN, FLT, WEX, MMS, and EXLS"
MARA,"MARA vs. PAGS, IDCC, EVTC, RAMP, STER, FCFS, EXLS, DLO, MMS, and DNB"
MARK,"MARK vs. WETG, SCKT, IFBD, VSME, GVP, INTZ, BLIN, VISL, EZFL, and HTCR"
MAA,"MAA vs. ESS, SUI, ELS, UDR, CPT, EQR, AVB, WPC, KIM, and HST"
MARXR,"MARXR vs. ASGI, ARBKL, ATCOL, RILYN, RILYG, RILYZ, RILYT, BLACR, BMEZ, and BLEUR"
MARPS,"MARPS vs. MTR, BNRG, RCON, NEWH, ISUN, SNMP, HLGN, LITM, VVPR, and CGRN"
MAC,"MAC vs. SKT, ROIC, KRG, AKR, RPT, ALX, BFS, NNN, FRT, and NSA"
MARX,"MARX vs. ATMV, GAMC, CAPT, LATG, PWUP, TENK, ATMC, FNVT, QDRO, and SZZL"
MAR,"MAR vs. HLT, LVS, LULU, CHTR, EA, RCL, DKNG, WBD, TTWO, and RBLX"
MASS,"MASS vs. OVID, MRSN, STRO, AUGX, ARQT, PRLD, ALLK, CHRS, INZY, and NPCE"
MAT,"MAT vs. SEAS, CUK, SIX, MUSA, DOOO, ABG, MDC, LCII, PATK, and BURL"
MASI,"MASI vs. ITGR, CNMD, LIVN, TMDX, INMD, IMVT, ITCI, PCVX, ENSG, and OPCH"
MAIN,"MAIN vs. CNS, UCBI, ABCB, CUZ, AB, SFBS, WD, IRT, GRP.U, and BHF"
MAN,"MAN vs. NSP, KFRC, RHI, TTEC, INST, PAGS, BCO, MQ, CRVL, and NVEI"
MATW,"MATW vs. SCHL, CHEF, NAPA, AGRO, JBSS, KLG, WALD, LESL, FDP, and UNFI"
MATH,"MATH vs. BSQR, SMAP, POET, IDN, GTEC, MMAT, NEON, AWRE, AIRG, and CPSH"
MAXN,"MAXN vs. SOL, TYGO, FTCI, SPWR, ALCC, NRGV, GFR, HNRG, UROY, and SOI"
MANU,"MANU vs. BOWL, SPHR, NGMS, ACEL, RLX, SHOO, PLTK, VAC, CABO, and KTB"
MAYS,"MAYS vs. PROV, ACR, NICK, OPOF, CLPR, NXC, FCAP, ASPS, BKSC, and SRBK"
MBCN,"MBCN vs. UNTY, FRBA, MVBF, FRST, NWFL, CIVB, BCML, SSBK, PCB, and CZFS"
MBINN,"MBINN vs. OZKAP, BWBBP, BHRB, CCNEP, CNOBP, DCOMP, EFSCP, FITBO, FITBI, and FITBP"
